Aardvark,Albatross,Alligator,Alpaca,Anteater,Antelope,Armadillo,Ass/donkey,Badger,Bat,Bear,Beaver,Bison,Buffalo,Camel,Caribou,Cat,Cheetah,Chicken,Chimpanzee,Coyote,Crab,Crocodile,Crow,Deer,dog,Dolphin,Dove,Dragonfly,Duck,Elephant,Elk,Ferret,Fox,Gazelle,Gerbil,Giraffe,Gnu,Goat,Goose,Guinea fowl,Guinea pig,Gull,Hamster,Hare,Hawk,Hedgehog,Heron,Hippopotamus,Hornet,Horse,Hyena,Ibex,Impala,Jay,Kangaroo,Koala,Kudu,Lark,Leopard,Lion,Llama,Magpie,Mammoth,Manatee,Mink,Mole,Moose,Mouse,Nightingale,Ocelot,Okapi,Opossum,Ostrich,Otter,Parrot,Peafowl,Pheasant,Pig,Pigeon,Polar bear,Porcupine,Porpoise,Prairie dog,Pug,Quail,Quelea,Rabbit,Raccoon,Raven,Reindeer (caribou),Rhinoceros,Sea lion,Seahorse,Seal,Shep,Shrew,Skunk,Sloth,Squirrel,Swan,Tapir,Tiger,Wallaby,Walrus,Weasel,Whale,Wolf,Wolverine,Wombat,Yak,Zebra,Raven 
Cub,Chick,Hatchling,Cria,Pup,Calf,Pup,Foal,Cub,Pup,Cub,Kit,Calf,Calf,Calf,Calf,Kitten,Cub,Chick ,Infant,Pup,Zoea,Hatchling,Chick ,Fawn,Puppy,Calf,Chick ,Nymph,Duckling,Calf,Calf,Kit,Cub,Calf,Pup,Calf,Calf,Kid,Gosling,Keet,Pup,Chick ,Pup,Leveret,Eyas,Hoglet,Chick ,Calf,Larvae,Foal,Cub,Kid,Calf,Chick ,Joey,Joey,Calf,Chick ,Cub,Cub,Cria,Chick ,Calf,Calf,Cub,Pup,Calf,Kitten,Chick ,Kitten,Calf,Joey,Hatchling,Pup,Chick ,Chick ,Chick ,Piglet,Squab,Cub,Pup,Calf,Pup,Pup,Chick ,Chick ,Bunny,Cub,Chick ,Calf,Calf,Pup,Seafoal,Pup,Lamb,Shrewlet,Kit,Kitten,Pup,Cygnet,Calf,Cub,Joey,Calf,Pup,Calf,Pup,Kit,Joey,Calf,Foal,Chick 
